Event	ID	Name			Wwise Object Path	Notes
	44492136	UI_SandClick			\Default Work Unit\UI\UI_SandClick	
	215689891	UI_Journal			\Default Work Unit\UI\UI_Journal	
	251096294	WPN_CrysKnifeUnseathe			\Default Work Unit\Weapons\WPN_CrysKnifeUnseathe	
	345518928	BG_SandFlying			\Default Work Unit\Environments\BG_SandFlying	
	352943359	UI_CloseMenu			\Default Work Unit\UI\UI_CloseMenu	
	641368889	WPN_Voice			\Default Work Unit\Weapons\WPN_Voice	
	675764771	WPN_CamouflageDeactivate			\Default Work Unit\Weapons\WPN_CamouflageDeactivate	
	814956939	BG_Fire			\Default Work Unit\Environments\BG_Fire	
	840124401	WPN_ThorwingKnifeHitDrone			\Default Work Unit\Weapons\WPN_ThorwingKnifeHitDrone	
	910038344	WPN_RockHitGround			\Default Work Unit\Weapons\WPN_RockHitGround	
	1056277923	WPN_StunnerHit			\Default Work Unit\Weapons\WPN_StunnerHit	
	1081647111	WPN_HunterSeekerNeedle			\Default Work Unit\Weapons\WPN_HunterSeekerNeedle	
	1155049546	WPN_ThorwingKnifeHitShield			\Default Work Unit\Weapons\WPN_ThorwingKnifeHitShield	
	1187363912	UI_OpenMap			\Default Work Unit\UI\UI_OpenMap	
	1210466109	BG_MainMenu			\Default Work Unit\Environments\BG_MainMenu	
	1412485796	WPN_SwordHitShield			\Default Work Unit\Weapons\WPN_SwordHitShield	
	1441383582	UI_Unavaliable			\Default Work Unit\UI\UI_Unavaliable	
	1483397257	UI_Checkbox			\Default Work Unit\UI\UI_Checkbox	
	1485433945	WPN_CrysKnifeStab			\Default Work Unit\Weapons\WPN_CrysKnifeStab	
	1503298132	WPN_StunnerHitShield			\Default Work Unit\Weapons\WPN_StunnerHitShield	
	1676604011	BG_PeopleCity			\Default Work Unit\Environments\BG_PeopleCity	
	1803618431	WPN_TrapSetup			\Default Work Unit\Weapons\WPN_TrapSetup	
	1874180531	WPN_StunnerSilenced			\Default Work Unit\Weapons\WPN_StunnerSilenced	
	1924438519	WPN_SwordUnseathe			\Default Work Unit\Weapons\WPN_SwordUnseathe	
	2024222415	UI_Back			\Default Work Unit\UI\UI_Back	
	2056563545	WPN_HunterSeekerActivate			\Default Work Unit\Weapons\WPN_HunterSeekerActivate	
	2118900976	UI_Hover			\Default Work Unit\UI\UI_Hover	
	2136394069	BG_Wind			\Default Work Unit\Environments\BG_Wind	
	2190759753	UI_LoseScreen			\Default Work Unit\UI\UI_LoseScreen	
	2205521387	BG_DebrisFalling			\Default Work Unit\Environments\BG_DebrisFalling	
	2295428786	WPN_CamouflageActivate			\Default Work Unit\Weapons\WPN_CamouflageActivate	
	2337793767	UI_DialoguePass			\Default Work Unit\UI\UI_DialoguePass	
	2416199832	BG_Tense			\Default Work Unit\Environments\BG_Tense	
	2426772853	WPN_Whistle			\Default Work Unit\Weapons\WPN_Whistle	
	2542856709	WPN_ThorwingKnifeHit			\Default Work Unit\Weapons\WPN_ThorwingKnifeHit	
	2554778014	WPN_TrapActive			\Default Work Unit\Weapons\WPN_TrapActive	
	2578268562	WPN_StunnerGunShot			\Default Work Unit\Weapons\WPN_StunnerGunShot	
	2599634828	BG_CrashedHelicopter			\Default Work Unit\Environments\BG_CrashedHelicopter	
	2640882529	WPN_EagleOrder			\Default Work Unit\Weapons\WPN_EagleOrder	
	2672940587	UI_OpenMenu			\Default Work Unit\UI\UI_OpenMenu	
	2686482007	UI_Achievement			\Default Work Unit\UI\UI_Achievement	
	2758254927	WPN_StunnerHitDrone			\Default Work Unit\Weapons\WPN_StunnerHitDrone	
	2774129122	UI_Select			\Default Work Unit\UI\UI_Select	
	2826647706	WPN_ThorwingKnifeThrow			\Default Work Unit\Weapons\WPN_ThorwingKnifeThrow	
	2978103248	BG_Shooting			\Default Work Unit\Environments\BG_Shooting	
	3031613300	WPN_ThorwingKnifeRecoverSand			\Default Work Unit\Weapons\WPN_ThorwingKnifeRecoverSand	
	3095790886	WPN_CrysKnifeStabShield			\Default Work Unit\Weapons\WPN_CrysKnifeStabShield	
	3152746076	UI_CloseMap			\Default Work Unit\UI\UI_CloseMap	
	3217482451	WPN_SwordHit			\Default Work Unit\Weapons\WPN_SwordHit	
	3660958206	WPN_ThorwingKnifeRecover			\Default Work Unit\Weapons\WPN_ThorwingKnifeRecover	
	3987036369	UI_Slider			\Default Work Unit\UI\UI_Slider	
	4035482034	WPN_EagleFly			\Default Work Unit\Weapons\WPN_EagleFly	
	4079966186	WPN_Reload			\Default Work Unit\Weapons\WPN_Reload	
	4226146024	WPN_EagleScream			\Default Work Unit\Weapons\WPN_EagleScream	
	4244612159	BG_SandHitRock			\Default Work Unit\Environments\BG_SandHitRock	

In Memory Audio	ID	Name	Audio source file		Wwise Object Path	Notes	Data Size
	75237224	environment_backgroundshooting	D:\Descargas\RagnarEngineSound\.cache\Windows\SFX\environment_backgroundshooting_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Environment\environment_backgroundshooting		8595068
	116367120	ui_slider	D:\Descargas\RagnarEngineSound\.cache\Windows\SFX\ui_slider_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\UI\ui_slider		171624
	169814397	wpn_crysknife_unseathe	D:\Descargas\RagnarEngineSound\.cache\Windows\SFX\wpn_crysknife_unseathe_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Weapons\wpn_crysknife_unseathe		103744
	183562591	environment_sand_hitrock	D:\Descargas\RagnarEngineSound\.cache\Windows\SFX\environment_sand_hitrock_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Environment\environment_sand_hitrock		196396
	188716164	wpn_sword_unseathe	D:\Descargas\RagnarEngineSound\.cache\Windows\SFX\wpn_sword_unseathe_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Weapons\wpn_sword_unseathe		343176
	198244761	wpn_throwingknife_recover	D:\Descargas\RagnarEngineSound\.cache\Windows\SFX\wpn_throwingknife_recover_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Weapons\wpn_throwingknife_recover		234448
	206941468	wpn_sword_hitshield	D:\Descargas\RagnarEngineSound\.cache\Windows\SFX\wpn_sword_hitshield_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Weapons\wpn_sword_hitshield		408512
	219833571	ui_closemap	D:\Descargas\RagnarEngineSound\.cache\Windows\SFX\ui_closemap_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\UI\ui_closemap		120064
	253607662	ui_openmap	D:\Descargas\RagnarEngineSound\.cache\Windows\SFX\ui_openmap_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\UI\ui_openmap		120064
	274467998	wpn_reload	D:\Descargas\RagnarEngineSound\.cache\Windows\SFX\wpn_reload_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Weapons\wpn_reload		136584
	278741995	wpn_stuner_silenced	D:\Descargas\RagnarEngineSound\.cache\Windows\SFX\wpn_stuner_silenced_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Weapons\wpn_stuner_silenced		139040
	280153275	wpn_stunner_hitshield	D:\Descargas\RagnarEngineSound\.cache\Windows\SFX\wpn_stunner_hitshield_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Weapons\wpn_stunner_hitshield		116800
	283288915	environment_mainmenu	D:\Descargas\RagnarEngineSound\.cache\Windows\SFX\environment_mainmenu_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Environment\environment_mainmenu		13323144
	297020814	environment_fire	D:\Descargas\RagnarEngineSound\.cache\Windows\SFX\environment_fire_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Environment\environment_fire		20039712
	415260747	wpn_hunterseeker_needle	D:\Descargas\RagnarEngineSound\.cache\Windows\SFX\wpn_hunterseeker_needle_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Weapons\wpn_hunterseeker_needle		431144
	504090773	environment_wind	D:\Descargas\RagnarEngineSound\.cache\Windows\SFX\environment_wind_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Environment\environment_wind		6115264
	517184191	wpn_stunner_gunshot	D:\Descargas\RagnarEngineSound\.cache\Windows\SFX\wpn_stunner_gunshot_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Weapons\wpn_stunner_gunshot		157632
	519084447	ui_openmenu	D:\Descargas\RagnarEngineSound\.cache\Windows\SFX\ui_openmenu_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\UI\ui_openmenu		288064
	542191240	wpn_crysknife_stabshield	D:\Descargas\RagnarEngineSound\.cache\Windows\SFX\wpn_crysknife_stabshield_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Weapons\wpn_crysknife_stabshield		390476
	550451911	ui_dialoguepass	D:\Descargas\RagnarEngineSound\.cache\Windows\SFX\ui_dialoguepass_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\UI\ui_dialoguepass		77708
	554193888	ui_select	D:\Descargas\RagnarEngineSound\.cache\Windows\SFX\ui_select_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\UI\ui_select		312064
	555056307	ui_journal	D:\Descargas\RagnarEngineSound\.cache\Windows\SFX\ui_journal_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\UI\ui_journal		192064
	564750444	environment_sand_flying	D:\Descargas\RagnarEngineSound\.cache\Windows\SFX\environment_sand_flying_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Environment\environment_sand_flying		144776
	600221884	environment_tense	D:\Descargas\RagnarEngineSound\.cache\Windows\SFX\environment_tense_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Environment\environment_tense		3835968
